Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Meets criteria for promoting interoperability of EHRs,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,TE Group Measure Count,Count of Facility TE Measures,County,Common State County FIPS Code,Latitude,Longitude,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2021,Q4,190312,OUR LADY OF THE ANGELS HOSPITAL,BOGALUSA,Louisiana,70427,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,6,0,6,0,8,8,14,10,Washington Parish,22117,30.78,-89.86,Non-Shortage Area,,,,,,,,,
2021,Q4,250001,UNIVERSITY OF MISSISSIPPI MED CENTER,JACKSON,Mississippi,39216,Acute Care Hospitals,Government - State,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,8,2,5,1,11,11,0,9,2,8,8,14,11,Hinds County,28049,32.33,-90.16,Non-Shortage Area,,,,,,,,,
2021,Q4,250002,TISHOMINGO HEALTH SERVICES INC,IUKA,Mississippi,38852,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,4,1,3,0,8,Not Available,14,5,Tishomingo County,28141,34.8,-88.19,Shortage Area,High Needs Geographic HPSA,9.0,4.9,19214.0,16.6,3921:1,Rural,3000:1,1.5
2021,Q4,250004,NORTH MISSISSIPPI MEDICAL CENTER,TUPELO,Mississippi,38801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,5,2,8,7,2,5,0,11,11,2,8,1,8,8,14,8,Lee County,28081,34.26,-88.73,Non-Shortage Area,,,,,,,,,
2021,Q4,250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,NEW ALBANY,Mississippi,38652,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,3,0,3,0,11,9,1,8,0,8,8,14,10,Union County,28145,34.49,-89.02,Non-Shortage Area,,,,,,,,,
2021,Q4,250007,MERIT HEALTH BILOXI,BILOXI,Mississippi,39530,Acute Care Hospitals,Proprietary,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,6,0,8,6,0,5,1,11,7,0,7,0,8,8,14,12,Harrison County,28047,30.41,-88.88,Non-Shortage Area,,,,,,,,,
2021,Q4,250009,MAGNOLIA REGIONAL HEALTH CENTER,CORINTH,Mississippi,38834,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,4,3,8,7,1,5,1,11,11,1,9,1,8,8,14,11,Alcorn County,28003,34.93,-88.51,Non-Shortage Area,,,,,,,,,
2021,Q4,250012,ALLIANCE HEALTHCARE SYSTEM,HOLLY SPRINGS,Mississippi,38635,Acute Care Hospitals,Physician,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,3,0,3,0,8,1,0,1,0,11,4,0,3,1,8,Not Available,14,4,Marshall County,28093,34.77,-89.44,Shortage Area,High Needs Geographic HPSA,15.0,3.1,34649.0,19.3,11177:1,Rural,3000:1,8.45
2021,Q4,250019,MEMORIAL HOSPITAL AT GULFPORT,GULFPORT,Mississippi,39502,Acute Care Hospitals,Government - Local,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,8,1,4,3,11,11,1,7,3,8,8,14,11,Harrison County,28047,30.38,-89.06,Non-Shortage Area,,,,,,,,,
2021,Q4,250020,WEBSTER GENERAL HOSPITAL/ SWING BED,EUPORA,Mississippi,39744,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,2,0,2,0,11,4,1,3,0,8,8,14,5,Webster County,28155,33.54,-89.27,Shortage Area,High Needs Geographic HPSA,13.0,2.83,9942.0,22.6,3513:1,Rural,3000:1,0.48
2021,Q4,250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,AMORY,Mississippi,38821,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,3,1,8,3,0,3,0,11,6,0,5,1,8,8,14,10,Monroe County,28095,33.98,-88.48,Shortage Area,High Needs Geographic HPSA,18.0,7.68,35909.0,21.3,4676:1,Rural,3000:1,4.29
2021,Q4,250031,MERIT HEALTH RIVER REGION,VICKSBURG,Mississippi,39183,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,5,1,8,7,1,5,1,11,8,0,5,3,8,8,14,12,Warren County,28149,32.45,-90.81,Non-Shortage Area,,,,,,,,,
2021,Q4,250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,OXFORD,Mississippi,38655,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,3,3,1,11,11,1,10,0,8,8,14,11,Lafayette County,28071,34.35,-89.52,Non-Shortage Area,,,,,,,,,
2021,Q4,250036,GEORGE REGIONAL HEALTH SYSTEM,LUCEDALE,Mississippi,39452,Acute Care Hospitals,Government - Local,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,1,0,1,0,11,5,0,4,1,8,8,14,9,George County,28039,30.92,-88.59,Non-Shortage Area,,,,,,,,,
2021,Q4,250038,MERIT HEALTH MADISON,CANTON,Mississippi,39046,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,6,0,6,0,8,8,14,8,Madison County,28089,32.61,-90.03,Non-Shortage Area,,,,,,,,,
2021,Q4,250040,SINGING RIVER HEALTH SYSTEM,PASCAGOULA,Mississippi,39581,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,6,1,8,8,2,6,0,11,11,2,7,2,8,8,14,13,Jackson County,28059,30.36,-88.49,Non-Shortage Area,,,,,,,,,
2021,Q4,250042,DELTA HEALTH-NORTHWEST REGIONAL,CLARKSDALE,Mississippi,38614,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,5,0,8,2,0,2,0,11,6,0,6,0,8,8,14,10,Coahoma County,28027,34.2,-90.57,Non-Shortage Area,,,,,,,,,
2021,Q4,250043,NESHOBA COUNTY GENERAL HOSPITAL,PHILADELPHIA,Mississippi,39350,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,2,1,8,1,0,1,0,11,5,0,5,0,8,8,14,5,Neshoba County,28099,32.77,-89.1,Shortage Area,High Needs Geographic HPSA,10.0,8.78,28804.0,25.6,3281:1,Rural,3000:1,0.82
2021,Q4,250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,BOONEVILLE,Mississippi,38829,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,1,4,0,8,8,14,7,Prentiss County,28117,34.66,-88.56,Shortage Area,High Needs Geographic HPSA,12.0,7.125,24205.0,22.6,3397:1,Rural,3000:1,0.945
2021,Q4,250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,JACKSON,Mississippi,39216,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,8,3,4,1,11,11,0,9,2,8,8,14,11,Hinds County,28049,32.33,-90.16,Non-Shortage Area,,,,,,,,,
2021,Q4,250050,OCH REGIONAL MEDICAL CENTER,STARKVILLE,Mississippi,39759,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,3,1,8,4,0,4,0,11,7,0,7,0,8,8,14,11,Oktibbeha County,28105,33.45,-88.82,Non-Shortage Area,,,,,,,,,
2021,Q4,250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,BROOKHAVEN,Mississippi,39601,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,4,0,3,1,11,7,1,5,1,8,8,14,12,Lincoln County,28085,31.58,-90.44,Non-Shortage Area,,,,,,,,,
2021,Q4,250058,SOUTH CENTRAL REG MED CTR,LAUREL,Mississippi,39440,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,5,1,8,8,1,7,0,11,10,0,8,2,8,8,14,11,Jones County,28067,31.69,-89.14,Non-Shortage Area,,,,,,,,,
2021,Q4,250067,CLAY COUNTY MEDICAL CORPORATION,WEST POINT,Mississippi,39773,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,2,0,2,0,11,8,1,7,0,8,8,14,8,Clay County,28025,33.6,-88.64,Shortage Area,High Needs Geographic HPSA,14.0,6.3,19829.0,26.0,3147:1,Rural,3000:1,0.31
2021,Q4,250069,RUSH FOUNDATION HOSPITAL,MERIDIAN,Mississippi,39301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,6,0,5,1,8,8,0,8,0,11,8,0,8,0,8,8,14,11,Lauderdale County,28075,32.38,-88.71,Non-Shortage Area,,,,,,,,,
2021,Q4,250072,MERIT HEALTH CENTRAL,JACKSON,Mississippi,39204,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,6,0,8,7,1,6,0,11,8,0,6,2,8,8,14,10,Hinds County,28049,32.28,-90.21,Non-Shortage Area,,,,,,,,,
2021,Q4,250077,WAYNE GENERAL HOSPITAL,WAYNESBORO,Mississippi,39367,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,3,1,8,2,0,2,0,11,5,0,5,0,8,8,14,8,Wayne County,28153,31.67,-88.64,Shortage Area,High Needs Geographic HPSA,13.0,6.205,20209.0,25.4,3257:1,Rural,3000:1,0.535
2021,Q4,250078,FORREST GENERAL HOSPITAL,HATTIESBURG,Mississippi,39404,Acute Care Hospitals,Government - Local,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,5,2,8,8,1,5,2,11,10,0,6,4,8,8,14,11,Forrest County,28035,31.31,-89.3,Non-Shortage Area,,,,,,,,,
2021,Q4,250082,DELTA HEALTH- THE MEDICAL CENTER,GREENVILLE,Mississippi,38704,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,4,2,8,6,1,5,0,11,8,0,7,1,8,8,14,11,Issaquena County,28055,33.01,-91.02,Shortage Area,High Needs Geographic HPSA,21.0,1.05,5630.0,33.1,5362:1,Rural,3000:1,0.83
2021,Q4,250084,MERIT HEALTH NATCHEZ,NATCHEZ,Mississippi,39120,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,4,1,8,4,0,4,0,11,8,0,8,0,8,8,14,12,Adams County,28001,31.54,-91.38,Non-Shortage Area,,,,,,,,,
2021,Q4,250085,MARION GENERAL HOSPITAL,COLUMBIA,Mississippi,39429,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,1,4,0,8,8,14,7,Marion County,28091,31.25,-89.82,Shortage Area,High Needs Geographic HPSA,12.0,5.55,24267.0,25.5,4372:1,Rural,3000:1,2.54
2021,Q4,250093,BOLIVAR MEDICAL CENTER,CLEVELAND,Mississippi,38732,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,4,0,4,0,11,7,0,6,1,8,8,14,11,Bolivar County,28011,33.74,-90.72,Shortage Area,High Needs Geographic HPSA,17.0,8.99,32181.0,34.7,3580:1,Rural,3000:1,1.74
2021,Q4,250094,MERIT HEALTH WESLEY,HATTIESBURG,Mississippi,39402,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,0,7,0,11,8,0,6,2,8,8,14,9,Lamar County,28073,31.33,-89.42,Shortage Area,Geographic HPSA,14.0,11.65,57523.0,16.0,4938:1,Partially Rural,3500:1,4.79
2021,Q4,250095,SOUTH SUNFLOWER COUNTY HOSPITAL,INDIANOLA,Mississippi,38751,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,0,5,0,8,8,14,9,Sunflower County,28133,33.44,-90.64,Shortage Area,High Needs Geographic HPSA,19.0,5.13,21868.0,31.7,4263:1,Rural,3000:1,2.16
2021,Q4,250096,CROSSGATES RIVER OAKS HOSPITAL,BRANDON,Mississippi,39042,Acute Care Hospitals,Proprietary,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,6,0,6,0,8,8,14,8,Rankin County,28121,32.28,-90.0,Non-Shortage Area,,,,,,,,,
2021,Q4,250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,MCCOMB,Mississippi,39649,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,5,2,8,6,0,6,0,11,11,0,10,1,8,8,14,12,Pike County,28113,31.24,-90.46,Non-Shortage Area,,,,,,,,,
2021,Q4,250099,GREENWOOD LEFLORE HOSPITAL,GREENWOOD,Mississippi,38935,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,6,0,8,7,0,7,0,11,8,0,8,0,8,8,14,12,Leflore County,28083,33.51,-90.19,Shortage Area,High Needs Geographic HPSA,16.0,9.315,29109.0,40.4,3125:1,Rural,3000:1,0.385
2021,Q4,250100,BMH-GOLDEN TRIANGLE,COLUMBUS,Mississippi,39705,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,5,2,8,8,1,7,0,11,10,1,7,2,8,8,14,11,Lowndes County,28087,33.58,-88.44,Non-Shortage Area,,,,,,,,,
2021,Q4,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,JACKSON,Mississippi,39202,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,1,6,0,8,8,2,6,0,11,11,1,8,2,8,8,14,13,Hinds County,28049,32.31,-90.17,Non-Shortage Area,,,,,,,,,
2021,Q4,250104,ANDERSON REGIONAL MEDICAL CTR,MERIDIAN,Mississippi,39301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,3,4,8,7,0,7,0,11,11,0,10,1,8,8,14,11,Lauderdale County,28075,32.38,-88.71,Non-Shortage Area,,,,,,,,,
2021,Q4,250117,HIGHLAND COMMUNITY  HOSPITAL,PICAYUNE,Mississippi,39466,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,3,0,3,0,11,5,0,3,2,8,8,14,11,Pearl River County,28109,30.52,-89.67,Shortage Area,High Needs Geographic HPSA,12.0,11.83,53946.0,21.9,4560:1,Rural,3000:1,6.15
2021,Q4,250123,SINGING RIVER GULFPORT,GULFPORT,Mississippi,39503,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,5,0,5,0,11,7,0,7,0,8,8,14,9,Harrison County,28047,30.47,-89.15,Non-Shortage Area,,,,,,,,,
2021,Q4,250124,MAGEE GENERAL HOSPITAL,MAGEE,Mississippi,39111,Acute Care Hospitals,Government - Local,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,3,0,3,0,8,2,0,2,0,11,5,0,4,1,8,Not Available,14,8,Simpson County,28127,31.87,-89.73,Non-Shortage Area,,,,,,,,,
2021,Q4,250128,PANOLA MEDICAL CENTER,BATESVILLE,Mississippi,38606,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,0,5,0,8,Not Available,14,11,Panola County,28107,34.31,-89.93,Shortage Area,High Needs Geographic HPSA,14.0,4.65,33893.0,20.2,7289:1,Rural,3000:1,6.65
2021,Q4,250138,MERIT HEALTH RIVER OAKS,FLOWOOD,Mississippi,39232,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,6,1,5,0,11,6,0,4,2,8,8,14,9,Rankin County,28121,32.33,-90.09,Non-Shortage Area,,,,,,,,,
2021,Q4,250141,BAPTIST MEMORIAL HOSPITAL DESOTO,SOUTHAVEN,Mississippi,38671,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,8,0,6,2,11,10,0,4,6,8,8,14,13,DeSoto County,28033,34.97,-89.99,Non-Shortage Area,,,,,,,,,
2021,Q4,250162,OCHSNER MEDICAL CENTER-HANCOCK,BAY SAINT LOUIS,Mississippi,39520,Acute Care Hospitals,Government - Local,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,6,0,6,0,8,8,14,9,Hancock County,28045,30.27,-89.48,Shortage Area,Geographic HPSA,9.0,10.79,44775.0,19.8,4150:1,Non-Rural,3500:1,2.0
2021,Q4,250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,OLIVE BRANCH,Mississippi,38654,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,5,0,8,2,1,1,0,11,6,0,6,0,8,8,14,10,DeSoto County,28033,34.95,-89.82,Non-Shortage Area,,,,,,,,,
2021,Q4,250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,GRENADA,Mississippi,38901,Acute Care Hospitals,Government - State,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,3,1,8,3,0,3,0,11,7,0,6,1,8,8,14,10,Grenada County,28043,33.77,-89.81,Non-Shortage Area,,,,,,,,,
2022,Q4,10001,SOUTHEAST HEALTH MEDICAL CENTER,DOTHAN,Alabama,36301,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,1,5,1,8,8,2,6,0,11,11,0,10,1,8,8,12,9,Houston County,01069,31.14,-85.4,Non-Shortage Area,,,,,,,,,
2022,Q4,10005,MARSHALL MEDICAL CENTERS,BOAZ,Alabama,35957,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,6,0,5,1,8,7,0,7,0,11,10,0,10,0,8,8,12,11,Marshall County,01095,34.2,-86.15,Shortage Area,High Needs Geographic HPSA,10.0,31.48,95375.0,20.5,3030:1,Rural,3000:1,0.31
2022,Q4,10006,NORTH ALABAMA MEDICAL CENTER,FLORENCE,Alabama,35630,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,6,1,8,7,2,5,0,11,9,0,8,1,8,8,12,9,Lauderdale County,01077,34.82,-87.66,Non-Shortage Area,,,,,,,,,
2022,Q4,10007,MIZELL MEMORIAL HOSPITAL,OPP,Alabama,36467,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,6,0,6,0,8,8,12,5,Covington County,01039,31.29,-86.25,Non-Shortage Area,,,,,,,,,
2022,Q4,10011,ST. VINCENT'S EAST,BIRMINGHAM,Alabama,35235,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,1,6,0,11,9,0,6,3,8,8,12,5,Jefferson County,01073,33.62,-86.65,Non-Shortage Area,,,,,,,,,
2022,Q4,10012,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,Alabama,35968,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,5,0,8,4,0,4,0,11,8,0,8,0,8,8,12,8,DeKalb County,01049,34.55,-85.74,Shortage Area,High Needs Geographic HPSA,14.0,16.15,70355.0,21.0,4356:1,Rural,3000:1,7.3
2022,Q4,10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,Alabama,35007,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,2,5,0,11,9,0,9,0,8,8,12,6,Shelby County,01117,33.22,-86.82,Non-Shortage Area,,,,,,,,,
2022,Q4,10019,HELEN KELLER HOSPITAL,SHEFFIELD,Alabama,35660,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,4,0,4,0,8,7,0,7,0,11,9,0,9,0,8,8,12,8,Colbert County,01033,34.75,-87.7,Non-Shortage Area,,,,,,,,,
2022,Q4,10021,DALE MEDICAL CENTER,OZARK,Alabama,36360,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,0,5,0,8,8,12,5,Dale County,01045,31.43,-85.64,Shortage Area,High Needs Geographic HPSA,15.0,8.56,48674.0,18.7,5686:1,Rural,3000:1,7.66
2022,Q4,10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,Alabama,36116,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,6,1,8,7,0,6,1,11,11,1,10,0,8,8,12,7,Montgomery County,01101,32.27,-86.21,Non-Shortage Area,,,,,,,,,
2022,Q4,10024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,Alabama,36106,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,1,4,2,11,11,0,10,1,8,8,12,8,Montgomery County,01101,32.35,-86.28,Non-Shortage Area,,,,,,,,,
2022,Q4,10029,THE EAST ALABAMA HEALTHCARE AUTHORITY,OPELIKA,Alabama,36801,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,6,1,8,8,2,6,0,11,11,0,9,2,8,8,12,8,Lee County,01081,32.65,-85.37,Non-Shortage Area,,,,,,,,,
2022,Q4,10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,Alabama,35233,Acute Care Hospitals,Government - State,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,6,1,8,8,3,3,2,11,11,0,9,2,8,8,12,10,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2022,Q4,10034,COMMUNITY HOSPITAL INC,TALLASSEE,Alabama,36078,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,0,5,0,8,8,12,4,Elmore County,01051,32.53,-85.89,Shortage Area,Geographic HPSA,17.0,7.15,76637.0,11.5,10718:1,Partially Rural,3500:1,14.75
2022,Q4,10035,CULLMAN REGIONAL MEDICAL CENTER,CULLMAN,Alabama,35058,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,5,0,4,1,8,7,1,6,0,11,8,0,7,1,8,8,12,7,Cullman County,01043,34.23,-86.74,Non-Shortage Area,,,,,,,,,
2022,Q4,10036,ANDALUSIA HEALTH,ANDALUSIA,Alabama,36420,Acute Care Hospitals,Proprietary,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,5,0,5,0,8,4,0,4,0,11,7,0,7,0,8,8,12,5,Covington County,01039,31.3,-86.48,Non-Shortage Area,,,,,,,,,
2022,Q4,10038,STRINGFELLOW CAMPUS OF NORTHEAST RMC,ANNISTON,Alabama,36201,Acute Care Hospitals,Proprietary,Yes,,4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,7,4,0,4,0,8,4,1,3,0,11,8,1,7,0,8,8,12,5,Calhoun County,01015,33.65,-85.88,Non-Shortage Area,,,,,,,,,
2022,Q4,10039,HUNTSVILLE HOSPITAL,HUNTSVILLE,Alabama,35801,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,4,3,8,8,3,5,0,11,11,1,8,2,8,8,12,8,Madison County,01089,34.73,-86.56,Non-Shortage Area,,,,,,,,,
2022,Q4,10040,GADSDEN REGIONAL MEDICAL CENTER,GADSDEN,Alabama,35903,Acute Care Hospitals,Proprietary,Yes,,2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,7,0,7,0,8,7,2,5,0,11,9,0,7,2,8,8,12,9,Etowah County,01055,34.02,-85.86,Non-Shortage Area,,,,,,,,,
2022,Q4,10045,FAYETTE MEDICAL CENTER,FAYETTE,Alabama,35555,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Y,7,3,0,3,0,8,2,0,2,0,11,5,0,5,0,8,8,12,6,Fayette County,01057,33.69,-87.83,Shortage Area,Geographic HPSA,12.0,4.55,16182.0,19.4,3556:1,Rural,3500:1,0.07
