HPSA Name,Designation Type,HPSA Score,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,Common County Name,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State Name,County Equivalent Name,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Provider Ratio Goal,HPSA Shortage,Region Alias
Delaware County,Geographic HPSA,8,Proposed For Withdrawal,2005-03-01,2021-09-10,4.07,17163.0,8.4,4217:1,Rural,"Delaware County, IA",Region 7,IA,19055,Iowa,Delaware,14245.0,2918.0,3500:1,0.83,Northern Plains
Churchill/Lyon/Mineral/Pershing Counties,Geographic HPSA,14,Designated,2016-12-29,2021-09-10,11.62,86908.0,12.4,7479:1,Rural,"Mineral County, NV",Region 9,NV,32021,Nevada,Mineral,40670.0,46238.0,3500:1,13.21,South Far West
Churchill/Lyon/Mineral/Pershing Counties,Geographic HPSA,14,Designated,2016-12-29,2021-09-10,11.62,86908.0,12.4,7479:1,Rural,"Pershing County, NV",Region 9,NV,32027,Nevada,Pershing,40670.0,46238.0,3500:1,13.21,South Far West
Churchill/Lyon/Mineral/Pershing Counties,Geographic HPSA,14,Designated,2016-12-29,2021-09-10,11.62,86908.0,12.4,7479:1,Rural,"Churchill County, NV",Region 9,NV,32001,Nevada,Churchill,40670.0,46238.0,3500:1,13.21,South Far West
Churchill/Lyon/Mineral/Pershing Counties,Geographic HPSA,14,Designated,2016-12-29,2021-09-10,11.62,86908.0,12.4,7479:1,Rural,"Lyon County, NV",Region 9,NV,32019,Nevada,Lyon,40670.0,46238.0,3500:1,13.21,South Far West
Eureka County,Geographic HPSA,8,Designated,1982-03-01,2021-09-10,0.5,1854.0,7.9,3708:1,Rural,"Eureka County, NV",Region 9,NV,32011,Nevada,Eureka,1750.0,104.0,3500:1,0.03,South Far West
Iron County,High Needs Geographic HPSA,12,Designated,2013-01-31,2021-09-09,2.85,9807.0,22.3,3441:1,Rural,"Iron County, MO",Region 7,MO,29093,Missouri,Iron,8550.0,1257.0,3000:1,0.42,Northern Plains
Rice County,Geographic HPSA,13,Designated,2021-12-10,2021-12-10,8.375,57898.0,9.1,6913:1,Rural,"Rice County, MN",Region 5,MN,27131,Minnesota,Rice,29312.0,28586.0,3500:1,8.165,Great Lakes
Mahnomen County,Geographic HPSA,18,Designated,1979-10-01,2021-09-10,0.0,5391.0,23.2,,Rural,"Mahnomen County, MN",Region 5,MN,27087,Minnesota,Mahnomen,0.0,5391.0,3500:1,1.54,Great Lakes
Marshall County,Geographic HPSA,8,Proposed For Withdrawal,2015-08-31,2021-09-10,7.53,32928.0,10.6,4373:1,Rural,"Marshall County, KY",Region 4,KY,21157,Kentucky,Marshall,26355.0,6573.0,3500:1,1.88,Southeast
Knox County,High Needs Geographic HPSA,15,Designated,2012-06-07,2021-09-10,7.675,30421.0,33.2,3964:1,Rural,"Knox County, KY",Region 4,KY,21121,Kentucky,Knox,23025.0,7396.0,3000:1,2.465,Southeast
Owen County,Geographic HPSA,8,Designated,2018-09-20,2021-09-10,3.0,10588.0,19.0,3529:1,Rural,"Owen County, KY",Region 4,KY,21187,Kentucky,Owen,10500.0,88.0,3500:1,0.03,Southeast
McCreary County,High Needs Geographic HPSA,17,Designated,2016-01-26,2021-09-10,2.625,15943.0,33.4,6074:1,Rural,"McCreary County, KY",Region 4,KY,21147,Kentucky,McCreary,7875.0,8068.0,3000:1,2.685,Southeast
Lewis County,High Needs Geographic HPSA,8,Designated,1979-03-09,2021-09-10,4.35,13186.0,24.4,3031:1,Rural,"Lewis County, KY",Region 4,KY,21135,Kentucky,Lewis,13050.0,136.0,3000:1,0.05,Southeast
Lee County,High Needs Geographic HPSA,17,Designated,2022-03-25,2022-03-25,1.0,6462.0,34.6,6462:1,Rural,"Lee County, KY",Region 4,KY,21129,Kentucky,Lee,3000.0,3462.0,3000:1,1.15,Southeast
Owsley County,High Needs Geographic HPSA,15,Designated,2022-03-23,2022-03-23,1.0,4304.0,30.3,4304:1,Rural,"Owsley County, KY",Region 4,KY,21189,Kentucky,Owsley,3000.0,1304.0,3000:1,0.43,Southeast
Leslie County,High Needs Geographic HPSA,12,Proposed For Withdrawal,1997-02-03,2022-03-25,3.25,10630.0,38.0,3271:1,Rural,"Leslie County, KY",Region 4,KY,21131,Kentucky,Leslie,9750.0,880.0,3000:1,0.29,Southeast
Green County,Geographic HPSA,12,Proposed For Withdrawal,2018-08-24,2021-09-10,2.0,11716.0,19.6,5858:1,Rural,"Green County, KY",Region 4,KY,21087,Kentucky,Green,7000.0,4716.0,3500:1,1.35,Southeast
Wayne County,High Needs Geographic HPSA,11,Designated,2022-03-25,2022-03-25,5.95,20087.0,25.2,3376:1,Rural,"Wayne County, KY",Region 4,KY,21231,Kentucky,Wayne,17850.0,2237.0,3000:1,0.75,Southeast
Carlisle County,Geographic HPSA,10,Proposed For Withdrawal,1991-07-10,2021-09-10,1.0,4953.0,19.2,4953:1,Rural,"Carlisle County, KY",Region 4,KY,21039,Kentucky,Carlisle,3500.0,1453.0,3500:1,0.42,Southeast
Elliott County,High Needs Geographic HPSA,16,Designated,2022-05-11,2022-05-11,2.0,7565.0,30.5,3783:1,Rural,"Elliott County, KY",Region 4,KY,21063,Kentucky,Elliott,6000.0,1565.0,3000:1,0.52,Southeast
Meade County,Geographic HPSA,11,Proposed For Withdrawal,2015-12-03,2021-09-10,5.0,28821.0,15.5,5764:1,Non-Rural,"Meade County, KY",Region 4,KY,21163,Kentucky,Meade,17500.0,11321.0,3500:1,3.23,Southeast
Mercer County,Geographic HPSA,8,Proposed For Withdrawal,2017-09-15,2021-09-10,6.0,22068.0,17.7,3678:1,Rural,"Mercer County, KY",Region 4,KY,21167,Kentucky,Mercer,21000.0,1068.0,3500:1,0.31,Southeast
Todd County,Geographic HPSA,8,Designated,2020-01-10,2021-09-10,2.45,12045.0,18.7,4916:1,Rural,"Todd County, KY",Region 4,KY,21219,Kentucky,Todd,8575.0,3470.0,3500:1,0.99,Southeast
Bell County,High Needs Geographic HPSA,13,Proposed For Withdrawal,2019-08-12,2021-09-10,8.73,29640.0,36.5,3395:1,Rural,"Bell County, KY",Region 4,KY,21013,Kentucky,Bell,26190.0,3450.0,3000:1,1.15,Southeast
McLean County,Geographic HPSA,18,Proposed For Withdrawal,1987-06-26,2021-09-10,0.0,9853.0,18.3,,Rural,"McLean County, KY",Region 4,KY,21149,Kentucky,McLean,0.0,9853.0,3500:1,2.82,Southeast
Clay County,High Needs Geographic HPSA,14,Designated,2011-12-28,2021-09-10,5.025,18963.0,36.6,3774:1,Rural,"Clay County, KY",Region 4,KY,21051,Kentucky,Clay,15075.0,3888.0,3000:1,1.295,Southeast
Martin County,Geographic HPSA,14,Designated,2022-02-02,2022-02-02,1.0,9884.0,11.7,9884:1,Rural,"Martin County, IN",Region 5,IN,18101,Indiana,Martin,3500.0,6384.0,3500:1,1.82,Great Lakes
Franklin County,Geographic HPSA,7,Designated,2022-03-14,2022-03-14,6.25,22687.0,9.0,3630:1,Rural,"Franklin County, IN",Region 5,IN,18047,Indiana,Franklin,21875.0,812.0,3500:1,0.23,Great Lakes
Newton County,Geographic HPSA,15,Proposed For Withdrawal,1993-05-05,2021-09-10,1.2,13909.0,11.8,11591:1,Rural,"Newton County, IN",Region 5,IN,18111,Indiana,Newton,4200.0,9709.0,3500:1,2.77,Great Lakes
Chariton County,Geographic HPSA,12,Designated,2021-12-20,2021-12-20,0.85,7242.0,13.9,8520:1,Rural,"Chariton County, MO",Region 7,MO,29041,Missouri,Chariton,2975.0,4267.0,3500:1,1.22,Northern Plains
Goodhue County,Geographic HPSA,9,Designated,2021-05-24,2021-05-24,10.025,45342.0,9.3,4523:1,Rural,"Goodhue County, MN",Region 5,MN,27049,Minnesota,Goodhue,35088.0,10254.0,3500:1,2.925,Great Lakes
Benton County,Geographic HPSA,14,Designated,2021-12-23,2021-12-23,1.4,39449.0,10.3,28178:1,Partially Rural,"Benton County, MN",Region 5,MN,27009,Minnesota,Benton,4900.0,34549.0,3500:1,9.87,Great Lakes
Hillsdale County,High Needs Geographic HPSA,7,Proposed For Withdrawal,2017-05-09,2021-10-28,14.58,44832.0,20.1,3075:1,Rural,"Hillsdale County, MI",Region 5,MI,26059,Michigan,Hillsdale,43740.0,1092.0,3000:1,0.36,Great Lakes
Somerset County,High Needs Geographic HPSA,18,Designated,2022-03-08,2022-03-08,3.4,19588.0,21.6,5761:1,Partially Rural,"Somerset County, MD",Region 3,MD,24039,Maryland,Somerset,10200.0,9388.0,3000:1,3.13,Mid Atlantic
Wayne County,High Needs Geographic HPSA,16,Proposed For Withdrawal,2020-03-30,2021-09-10,4.05,21478.0,25.3,5303:1,Rural,"Wayne County, KY",Region 4,KY,21231,Kentucky,Wayne,12150.0,9328.0,3000:1,3.11,Southeast
Fulton County,High Needs Geographic HPSA,18,Designated,2022-03-25,2022-03-25,1.0,5680.0,28.2,5680:1,Rural,"Fulton County, KY",Region 4,KY,21075,Kentucky,Fulton,3000.0,2680.0,3000:1,0.89,Southeast
Hancock County,Geographic HPSA,15,Designated,2022-03-14,2022-03-14,0.0,8637.0,11.7,,Rural,"Hancock County, KY",Region 4,KY,21091,Kentucky,Hancock,0.0,8637.0,3500:1,2.47,Southeast
Morgan County,High Needs Geographic HPSA,19,Designated,2022-03-24,2022-03-24,1.0,11557.0,22.7,11557:1,Rural,"Morgan County, KY",Region 4,KY,21175,Kentucky,Morgan,3000.0,8557.0,3000:1,2.85,Southeast
Metcalfe County,High Needs Geographic HPSA,18,Designated,2019-07-10,2023-05-24,1.0,9945.0,22.2,9945:1,Rural,"Metcalfe County, KY",Region 4,KY,21169,Kentucky,Metcalfe,3000.0,6945.0,3000:1,2.32,Southeast
Hickman County,Geographic HPSA,16,Designated,2022-05-03,2022-05-03,0.0,4356.0,14.8,,Rural,"Hickman County, KY",Region 4,KY,21105,Kentucky,Hickman,0.0,4356.0,3500:1,1.24,Southeast
Fleming County,Geographic HPSA,10,Proposed For Withdrawal,2017-07-29,2021-09-10,3.7,14744.0,19.6,3985:1,Rural,"Fleming County, KY",Region 4,KY,21069,Kentucky,Fleming,12950.0,1794.0,3500:1,0.51,Southeast
Breathitt County,Geographic HPSA,13,Proposed For Withdrawal,2020-06-11,2021-09-10,3.675,14230.0,33.4,3872:1,Rural,"Breathitt County, KY",Region 4,KY,21025,Kentucky,Breathitt,12862.0,1368.0,3500:1,0.395,Southeast
Carlisle County,Geographic HPSA,11,Designated,2022-04-15,2022-04-15,1.0,4725.0,16.8,4725:1,Rural,"Carlisle County, KY",Region 4,KY,21039,Kentucky,Carlisle,3500.0,1225.0,3500:1,0.35,Southeast
Lincoln County,High Needs Geographic HPSA,14,Designated,2019-05-13,2021-09-10,2.75,23921.0,21.2,8699:1,Rural,"Lincoln County, KY",Region 4,KY,21137,Kentucky,Lincoln,8250.0,15671.0,3000:1,5.22,Southeast
Adams County,Geographic HPSA,15,Designated,2022-04-05,2022-04-05,3.75,34673.0,16.8,9246:1,Rural,"Adams County, IN",Region 5,IN,18001,Indiana,Adams,13125.0,21548.0,3500:1,6.16,Great Lakes
Pike/Scott Counties,Geographic HPSA,10,Designated,2005-03-10,2021-09-09,4.2,20127.0,13.6,4792:1,Rural,"Pike County, IL",Region 5,IL,17149,Illinois,Pike,14700.0,5427.0,3500:1,1.55,Great Lakes
Pike/Scott Counties,Geographic HPSA,10,Designated,2005-03-10,2021-09-09,4.2,20127.0,13.6,4792:1,Rural,"Scott County, IL",Region 5,IL,17171,Illinois,Scott,14700.0,5427.0,3500:1,1.55,Great Lakes
Douglas County,Geographic HPSA,11,Proposed For Withdrawal,2001-10-19,2021-09-09,3.425,19631.0,11.1,5732:1,Rural,"Douglas County, IL",Region 5,IL,17041,Illinois,Douglas,11988.0,7643.0,3500:1,2.185,Great Lakes
Franklin County,Geographic HPSA,14,Designated,2022-05-03,2022-05-03,15.45,101687.0,10.4,6582:1,Rural,"Franklin County, MO",Region 7,MO,29071,Missouri,Franklin,54075.0,47612.0,3500:1,13.6,Northern Plains
Ray County,Geographic HPSA,10,Designated,2022-03-18,2022-03-18,4.325,22569.0,11.8,5218:1,Rural,"Ray County, MO",Region 7,MO,29177,Missouri,Ray,15138.0,7431.0,3500:1,2.125,Northern Plains
Lewis County,Geographic HPSA,11,Proposed For Withdrawal,2002-08-22,2021-09-10,1.725,9450.0,11.5,5478:1,Rural,"Lewis County, MO",Region 7,MO,29111,Missouri,Lewis,6038.0,3412.0,3500:1,0.975,Northern Plains
Shelby County,Geographic HPSA,8,Designated,2013-03-29,2021-09-08,1.5,5727.0,16.1,3818:1,Rural,"Shelby County, MO",Region 7,MO,29205,Missouri,Shelby,5250.0,477.0,3500:1,0.14,Northern Plains
Callaway County,Geographic HPSA,12,Designated,2022-04-15,2022-04-15,10.0,40745.0,10.6,4075:1,Partially Rural,"Callaway County, MO",Region 7,MO,29027,Missouri,Callaway,35000.0,5745.0,3500:1,1.64,Northern Plains
Sibley County,Geographic HPSA,13,Designated,2017-08-02,2021-09-08,1.55,14742.0,7.9,9511:1,Rural,"Sibley County, MN",Region 5,MN,27143,Minnesota,Sibley,5425.0,9317.0,3500:1,2.66,Great Lakes
Wilkin County,Geographic HPSA,14,Designated,2022-03-22,2022-03-22,0.45,6147.0,9.1,13660:1,Rural,"Wilkin County, MN",Region 5,MN,27167,Minnesota,Wilkin,1575.0,4572.0,3500:1,1.31,Great Lakes
Kittson County,Geographic HPSA,13,Designated,2018-08-02,2021-09-08,0.425,4151.0,11.2,9767:1,Rural,"Kittson County, MN",Region 5,MN,27069,Minnesota,Kittson,1488.0,2663.0,3500:1,0.765,Great Lakes
Hubbard County,Geographic HPSA,13,Designated,2021-09-02,2021-09-02,3.125,20740.0,11.8,6637:1,Rural,"Hubbard County, MN",Region 5,MN,27057,Minnesota,Hubbard,10938.0,9802.0,3500:1,2.805,Great Lakes
Menominee County,Geographic HPSA,12,Proposed For Withdrawal,2001-09-14,2021-09-10,2.65,22833.0,12.7,8616:1,Rural,"Menominee County, MI",Region 5,MI,26109,Michigan,Menominee,9275.0,13558.0,3500:1,3.87,Great Lakes
Washington County,Geographic HPSA,12,Proposed For Withdrawal,2020-01-10,2021-09-10,2.8,12046.0,17.6,4302:1,Rural,"Washington County, KY",Region 4,KY,21229,Kentucky,Washington,9800.0,2246.0,3500:1,0.64,Southeast
Powell-Wolfe Counties,Geographic HPSA,13,Proposed For Withdrawal,2017-07-21,2021-09-10,5.5,20498.0,33.7,3727:1,Rural,"Powell County, KY",Region 4,KY,21197,Kentucky,Powell,19250.0,1248.0,3500:1,0.36,Southeast
Powell-Wolfe Counties,Geographic HPSA,13,Proposed For Withdrawal,2017-07-21,2021-09-10,5.5,20498.0,33.7,3727:1,Rural,"Wolfe County, KY",Region 4,KY,21237,Kentucky,Wolfe,19250.0,1248.0,3500:1,0.36,Southeast
Casey County,High Needs Geographic HPSA,16,Designated,1982-07-16,2023-04-10,2.75,15537.0,26.3,5650:1,Rural,"Casey County, KY",Region 4,KY,21045,Kentucky,Casey,8250.0,7287.0,3000:1,2.43,Southeast
Knott County,High Needs Geographic HPSA,16,Designated,2022-03-23,2022-03-23,3.0,14509.0,31.2,4836:1,Rural,"Knott County, KY",Region 4,KY,21119,Kentucky,Knott,9000.0,5509.0,3000:1,1.84,Southeast
Hickman County,Geographic HPSA,17,Proposed For Withdrawal,2017-05-02,2021-09-10,0.0,5165.0,16.0,,Rural,"Hickman County, KY",Region 4,KY,21105,Kentucky,Hickman,0.0,5165.0,3500:1,1.72,Southeast
Elliott County,High Needs Geographic HPSA,19,Proposed For Withdrawal,1985-04-05,2021-09-10,1.25,7868.0,33.9,6294:1,Rural,"Elliott County, KY",Region 4,KY,21063,Kentucky,Elliott,3750.0,4118.0,3000:1,1.37,Southeast
Union County,High Needs Geographic HPSA,16,Designated,2015-12-01,2021-09-10,1.8,14218.0,20.4,7899:1,Rural,"Union County, KY",Region 4,KY,21225,Kentucky,Union,5400.0,8818.0,3000:1,2.94,Southeast
Morgan County,High Needs Geographic HPSA,17,Proposed For Withdrawal,1994-10-21,2021-09-10,2.0,11563.0,24.7,5782:1,Rural,"Morgan County, KY",Region 4,KY,21175,Kentucky,Morgan,6000.0,5563.0,3000:1,1.85,Southeast
Menifee County,High Needs Geographic HPSA,17,Designated,1979-03-09,2020-03-17,0.25,6468.0,24.1,25872:1,Rural,"Menifee County, KY",Region 4,KY,21165,Kentucky,Menifee,750.0,5718.0,3000:1,1.91,Southeast
Hart County,High Needs Geographic HPSA,10,Designated,2016-01-26,2021-09-10,4.0,18350.0,21.4,4588:1,Rural,"Hart County, KY",Region 4,KY,21099,Kentucky,Hart,12000.0,6350.0,3000:1,2.12,Southeast
Nicholas County,High Needs Geographic HPSA,15,Designated,2022-03-16,2022-03-16,1.0,7006.0,28.0,7006:1,Rural,"Nicholas County, KY",Region 4,KY,21181,Kentucky,Nicholas,3000.0,4006.0,3000:1,1.34,Southeast
Pendleton County,Geographic HPSA,8,Designated,2022-05-24,2022-05-24,4.0,14345.0,17.8,3586:1,Rural,"Pendleton County, KY",Region 4,KY,21191,Kentucky,Pendleton,14000.0,345.0,3500:1,0.1,Southeast
Clinton County,High Needs Geographic HPSA,13,Designated,2021-08-05,2021-08-05,3.0,10624.0,24.1,3541:1,Rural,"Clinton County, KY",Region 4,KY,21053,Kentucky,Clinton,9000.0,1624.0,3000:1,0.54,Southeast
Breathitt County,High Needs Geographic HPSA,16,Designated,2022-03-25,2022-03-25,3.275,12686.0,34.4,3874:1,Rural,"Breathitt County, KY",Region 4,KY,21025,Kentucky,Breathitt,9825.0,2861.0,3000:1,0.955,Southeast
Nicholas County,Geographic HPSA,14,Proposed For Withdrawal,2017-02-09,2021-09-10,1.1,7352.0,16.1,6684:1,Rural,"Nicholas County, KY",Region 4,KY,21181,Kentucky,Nicholas,3850.0,3502.0,3500:1,1.35,Southeast
Pendleton County,Geographic HPSA,9,Proposed For Withdrawal,1979-03-09,2021-09-10,3.56,15098.0,14.9,4241:1,Rural,"Pendleton County, KY",Region 4,KY,21191,Kentucky,Pendleton,12460.0,2638.0,3500:1,1.47,Southeast
Macoupin County,Geographic HPSA,11,Designated,1978-05-30,2021-09-09,9.3,44479.0,13.8,4783:1,Rural,"Macoupin County, IL",Region 5,IL,17117,Illinois,Macoupin,32550.0,11929.0,3500:1,3.41,Great Lakes
Brown County,Geographic HPSA,11,Designated,1978-05-30,2021-09-09,0.7,4728.0,11.6,6754:1,Rural,"Brown County, IL",Region 5,IL,17009,Illinois,Brown,2450.0,2278.0,3500:1,0.65,Great Lakes
Woodford County,Geographic HPSA,9,Designated,2005-07-29,2021-09-09,6.7,37669.0,7.0,5622:1,Partially Rural,"Woodford County, IL",Region 5,IL,17203,Illinois,Woodford,23450.0,14219.0,3500:1,4.06,Great Lakes
Hamilton County,Geographic HPSA,11,Designated,1978-11-07,2021-09-09,1.425,8073.0,9.2,5665:1,Rural,"Hamilton County, IL",Region 5,IL,17065,Illinois,Hamilton,4988.0,3085.0,3500:1,0.885,Great Lakes
Lafayette County,Geographic HPSA,14,Designated,1978-09-28,2021-07-22,1.1,7106.0,12.8,6460:1,Rural,"Lafayette County, FL",Region 4,FL,12067,Florida,Lafayette,3850.0,3256.0,3500:1,0.93,Southeast
DeSoto County,High Needs Geographic HPSA,11,Designated,2019-12-23,2021-09-10,8.4,35018.0,26.8,4169:1,Rural,"DeSoto County, FL",Region 4,FL,12027,Florida,DeSoto,25200.0,9818.0,3000:1,3.27,Southeast
Clay County,Geographic HPSA,12,Proposed For Withdrawal,2018-09-20,2021-09-10,3.98,14490.0,16.7,3641:1,Rural,"Clay County, AL",Region 4,AL,01027,Alabama,Clay,13930.0,560.0,3500:1,0.16,Southeast
Hale County,High Needs Geographic HPSA,21,Designated,2003-11-17,2021-09-09,1.3,14565.0,24.1,11204:1,Rural,"Hale County, AL",Region 4,AL,01065,Alabama,Hale,3900.0,10665.0,3000:1,3.56,Southeast
St. Clair County,High Needs Geographic HPSA,9,Proposed For Withdrawal,2012-11-13,2021-09-10,16.7,83101.0,16.0,4976:1,Partially Rural,"St. Clair County, AL",Region 4,AL,01115,Alabama,St. Clair,50100.0,33001.0,3000:1,11.0,Southeast
Limestone County,Geographic HPSA,15,Proposed For Withdrawal,2018-08-24,2021-09-10,15.26,87161.0,14.1,5712:1,Partially Rural,"Limestone County, AL",Region 4,AL,01083,Alabama,Limestone,53410.0,33751.0,3500:1,9.64,Southeast
Fayette,Geographic HPSA,12,Designated,2022-06-22,2022-06-22,4.55,16182.0,19.4,3556:1,Rural,"Fayette County, AL",Region 4,AL,01057,Alabama,Fayette,15925.0,257.0,3500:1,0.07,Southeast
Randolph County,Geographic HPSA,13,Designated,2022-04-21,2022-04-21,3.8,22139.0,16.9,5826:1,Rural,"Randolph County, AL",Region 4,AL,01111,Alabama,Randolph,13300.0,8839.0,3500:1,2.53,Southeast
Marengo County,High Needs Geographic HPSA,19,Designated,1991-03-27,2021-09-08,3.475,19056.0,21.9,5484:1,Rural,"Marengo County, AL",Region 4,AL,01091,Alabama,Marengo,10425.0,8631.0,3000:1,2.875,Southeast
Autauga County,Geographic HPSA,15,Designated,2022-10-04,2022-10-04,9.25,54922.0,15.1,5938:1,Non-Rural,"Autauga County, AL",Region 4,AL,01001,Alabama,Autauga,32375.0,22547.0,3500:1,6.44,Southeast
Bibb County,Geographic HPSA,10,Designated,2022-03-30,2022-03-30,5.15,20632.0,18.1,4006:1,Rural,"Bibb County, AL",Region 4,AL,01007,Alabama,Bibb,18025.0,2607.0,3500:1,0.74,Southeast
Coosa County,Geographic HPSA,18,Designated,2022-03-18,2022-03-18,1.0,10353.0,13.5,10353:1,Rural,"Coosa County, AL",Region 4,AL,01037,Alabama,Coosa,3500.0,6853.0,3500:1,1.96,Southeast
Dekalb County,High Needs Geographic HPSA,14,Designated,2022-06-28,2022-06-28,16.15,70355.0,21.0,4356:1,Rural,"DeKalb County, AL",Region 4,AL,01049,Alabama,DeKalb,48450.0,21905.0,3000:1,7.3,Southeast
Washington County,Geographic HPSA,19,Designated,2022-04-05,2022-04-05,2.65,16342.0,21.1,6167:1,Rural,"Washington County, AL",Region 4,AL,01129,Alabama,Washington,9275.0,7067.0,3500:1,2.02,Southeast
Conecuh County,High Needs Geographic HPSA,15,Proposed For Withdrawal,1979-01-15,2021-09-10,4.3,12928.0,32.9,3007:1,Rural,"Conecuh County, AL",Region 4,AL,01035,Alabama,Conecuh,12900.0,28.0,3000:1,0.01,Southeast
Greene County,High Needs Geographic HPSA,19,Designated,2022-01-21,2022-01-21,1.9,8242.0,38.1,4338:1,Rural,"Greene County, AL",Region 4,AL,01063,Alabama,Greene,5700.0,2542.0,3000:1,0.85,Southeast
Bullock County,High Needs Geographic HPSA,22,Designated,1990-02-16,2021-09-09,0.0,9784.0,28.8,,Rural,"Bullock County, AL",Region 4,AL,01011,Alabama,Bullock,0.0,9784.0,3000:1,3.26,Southeast
Geneva County,High Needs Geographic HPSA,10,Designated,2022-03-28,2022-03-28,5.3,26092.0,22.0,4923:1,Partially Rural,"Geneva County, AL",Region 4,AL,01061,Alabama,Geneva,15900.0,10192.0,3000:1,3.4,Southeast
Choctaw County,High Needs Geographic HPSA,15,Designated,2022-03-03,2022-03-03,3.6,12712.0,23.3,3531:1,Rural,"Choctaw County, AL",Region 4,AL,01023,Alabama,Choctaw,10800.0,1912.0,3000:1,0.64,Southeast
Cleburne County,Geographic HPSA,13,Designated,2022-05-12,2022-05-12,0.2,14644.0,17.2,73220:1,Rural,"Cleburne County, AL",Region 4,AL,01029,Alabama,Cleburne,700.0,13944.0,3500:1,3.98,Southeast
Fayette/Lamar Counties,High Needs Geographic HPSA,15,Proposed For Withdrawal,2002-03-08,2021-09-10,4.3,30892.0,21.6,7184:1,Rural,"Fayette County, AL",Region 4,AL,01057,Alabama,Fayette,12900.0,17992.0,3000:1,6.0,Southeast
Fayette/Lamar Counties,High Needs Geographic HPSA,15,Proposed For Withdrawal,2002-03-08,2021-09-10,4.3,30892.0,21.6,7184:1,Rural,"Lamar County, AL",Region 4,AL,01075,Alabama,Lamar,12900.0,17992.0,3000:1,6.0,Southeast
Talladega County,High Needs Geographic HPSA,13,Proposed For Withdrawal,2018-12-31,2021-09-10,22.17,84289.0,20.7,3802:1,Rural,"Talladega County, AL",Region 4,AL,01121,Alabama,Talladega,66510.0,17779.0,3000:1,5.93,Southeast
Chambers County,Geographic HPSA,14,Designated,2022-05-24,2022-05-24,7.825,33103.0,17.2,4230:1,Rural,"Chambers County, AL",Region 4,AL,01017,Alabama,Chambers,27388.0,5715.0,3500:1,1.635,Southeast
Wilcox County,High Needs Geographic HPSA,21,Designated,1979-01-15,2021-09-08,1.6,10352.0,30.0,6470:1,Rural,"Wilcox County, AL",Region 4,AL,01131,Alabama,Wilcox,4800.0,5552.0,3000:1,1.85,Southeast
Dallas County,High Needs Geographic HPSA,14,Designated,2022-03-18,2022-03-18,12.7,38546.0,29.0,3035:1,Rural,"Dallas County, AL",Region 4,AL,01047,Alabama,Dallas,38100.0,446.0,3000:1,0.15,Southeast
Elmore County,Geographic HPSA,17,Designated,2022-09-30,2022-09-30,7.15,76637.0,11.5,10718:1,Partially Rural,"Elmore County, AL",Region 4,AL,01051,Alabama,Elmore,25025.0,51612.0,3500:1,14.75,Southeast
Randolph County,High Needs Geographic HPSA,5,Proposed For Withdrawal,2018-08-02,2022-04-21,6.975,22139.0,16.9,3174:1,Rural,"Randolph County, AL",Region 4,AL,01111,Alabama,Randolph,20925.0,1214.0,3000:1,0.405,Southeast
